School,Name,Position,Class,Hometown,High School
Arkansas,Sam Mbake,WR,So,"Kennesaw, Ga.",North Cobb HS
Arkansas,Alfahiym Walcott,DB,Sr,"Wilmington, N.C.",Laney HS / Baylor
Arkansas,Jaedon Wilson,WR,R-So,"DeSoto, Texas",DeSoto HS
Arkansas,RJ Johnson,DB,Fr,"Locust Grove, Ga.",Eagle's Landing Christian Academy
Arkansas,Bryce Stephens,WR,R-So,"Oklahoma City, Okla.",John Marshall HS
Arkansas,Chris Harris,WR,R-Jr,"Dumas, Ark.",Dumas HS
Arkansas,Jaheim Singletary,DB,R-Fr,"Jacksonville, Fla.",Riverside HS / Georgia
Arkansas,Isaiah Sategna,WR,R-Fr,"Fayetteville, Ark.",Fayetteville HS
Arkansas,Tyrone Broden,WR,R-Sr,"Detroit, Mich.",West Bloomfield HS / Bowling Green
Arkansas,Hudson Clark,DB,R-Sr,"Dallas, Texas",Highland Park HS
Arkansas,TJ Metcalf,DB,Fr,"Birmingham, Ala.",Pinson Valley HS
Arkansas,Chris Rhodes,WR,R-So,"Independence, Mo.",Truman HS / Butler CC
Arkansas,Rykar Acebo,QB,R-Fr,"Jonesboro, Ark.",Jonesboro HS
Arkansas,Dallas Young,DB,Fr,"Gardendale, Ala.",Gardendale HS
Arkansas,Dominique Johnson,RB,R-Jr,"Crowley, Texas",Crowley HS
Arkansas,Alex Sanford,LB,Fr,"Oxford, Miss.",Oxford HS
Arkansas,Emmanuel Crawford,RB,Fr,"Grove, Okla.",Grove HS
Arkansas,Jaylen Lewis,DB,R-Fr,"Brownsville, Tenn.",Haywood HS
Arkansas,Jezreel Bachert,RB,R-Fr,"Big Sandy, Texas",Big Sandy HS
Arkansas,Brad Spence,LB,Fr,"Houston, Texas",Klein Forest HS
Arkansas,Isaiah Augustave,RB,Fr,"Naples, Fla.",Naples HS
Arkansas,Carson Dean,LB,Fr,"Frisco, Texas",Hebron HS
Arkansas,LaDarrius Bishop,DB,R-Sr,"Ashdown, Ark.",Ashdown HS
Arkansas,Quincey McAdoo,DB,So,"Clarendon, Ark.",Clarendon HS
Arkansas,Kee’yon Stewart,DB,R-Sr,"Houston, Texas",North Shore HS / TCU
Arkansas,Christian Ford,DB,Fr,"McKinney, Texas",McKinney HS
Arkansas,Chris Paul Jr.,LB,R-So,"Cordele, Ga.",Crisp County HS
Arkansas,Blake Ford,K,R-Fr,"Arlington, Texas",Lamar HS
Arkansas,Jaheim Thomas,LB,R-Jr,"Cincinnati, Ohio",Princeton HS / Cincinnati
Arkansas,Cam Little,K/P,Jr,"Moore, Okla.",Southmoore HS
Arkansas,Var’keyes Gumms,TE,R-So,"Houston, Texas",Dekaney HS / North Texas
Arkansas,Ethan Joseph,DB,R-Fr,"Alpharetta, Ga.",King's Ridge Christian
Arkansas,Ashton Ngo,LS,Jr,"Andover, Kan.",Andover HS / Hutchinson CC
Arkansas,Max Fletcher,P,So,"Melbourne, Australia",ProKick Australia
Arkansas,Courtney Snelling,DB,R-Sr,"Little Rock, Ark.",Joe T. Robinson HS
Arkansas,Landon Phipps,DB,R-Fr,"Springdale, Ark.",Springdale HS
Arkansas,Dylan Hasz,DB,Fr,"Bixby, Okla.",Bixby HS
Arkansas,Jabrae Shaw,DB,Fr,"Pine Bluff, Ark.",Mills HS
Arkansas,Hunter Talley,TE,R-Fr,"Siloam Springs, Ark.",Siloam Springs HS
Arkansas,Mani Powell,LB,So,"Fayetteville, Ark.",Fayetteville HS
Arkansas,Jordan Crook,LB,So,"Duncanville, Texas",Duncanville HS
Arkansas,Devin Bale,P,Jr,"La Jolla, Calif.",La Jolla HS / Northern Colorado
Arkansas,Anton Pierce,DB,Fr,"Little Rock, Ark.",Mills HS
Arkansas,Tyler Larco,K/P,R-Jr,"Miami, Fla.",Miami Palmetto HS / UT Martin
Arkansas,Aidan McCowan,DB,R-Fr,"Frisco, Texas",Frisco Independence HS
Arkansas,Landon Jackson,DL,Jr,"Texarkana, Texas",Pleasant Grove HS / LSU
Arkansas,Kyle Thompson,DL,R-Fr,"Aledo, Texas",Aledo HS
Arkansas,Brooks Both,LB,R-Jr,"Harrison, Ark.",Harrison HS
Arkansas,Kaden Henley,LB,R-Fr,"Springdale, Ark.",Shiloh Christian Academy
Arkansas,Francis Sherman,TE,Sr,"Bay Village, Ohio",Bay HS / Louisville
Arkansas,Owen Lawson,P,R-Jr,"Kansas City, Mo.",Rockhurst HS / Coffeyville CC
Arkansas,Maddox Lassiter,TE,Fr,"Warren, Ark.",Warren HS
Arkansas,Braylon Watson,DB,R-Fr,"Malvern, Ark.",Malvern HS
Arkansas,Eli Stein,LS,So,"Cambridge, Wisc.",Cambridge HS
Arkansas,Luke Johnston,OL,Fr,"Addison, Texas",Trinity Christian Academy
Arkansas,John Paul Pickens,DB,R-Fr,"Jonesboro, Ark.",Jonesboro HS
Arkansas,Cole Carson,OL,R-So,"Bogata, Texas",Rivercrest HS
Arkansas,Eric Gregory,DL,R-Sr,"Memphis, Tenn.",IMG Academy
Arkansas,Devon Manuel,OL,R-So,"Sunset, La.",Beau Chene HS
Arkansas,Max Schmidly,LS,Fr,"Charlotte, N.C.",Myers Park HS
Arkansas,Donovan Whitten,LB,Fr,"Arkadelphia, Ark.",Arkadelphia HS
Arkansas,Ty’Kieast Crawford,OL,Sr,"Carthage, Texas",Carthage HS / Charlotte
Arkansas,Joey Su’a,OL,Fr,"Bentonville, Ark.",Bentonville HS
Arkansas,JJ Hollingsworth,DL,R-Fr,"Greenland, Ark.",Greenland HS
Arkansas,Beaux Limmer,OL,R-Sr,"Tyler, Texas",Tyler Lee HS
Arkansas,Amaury Wiggins,OL,R-So,"Pensacola, Fla.",Pine Forest HS / Coffeyville CC
Arkansas,Zach Williams,DL,Sr,"Little Rock, Ark.",Joe T. Robinson HS
Arkansas,Mason Schueck,LB,R-Fr,"Little Rock, Ark.",Pulaski Academy
Arkansas,Jashaud Stewart,DL,Sr,"Jonesboro, Ark.",Jonesboro HS
Arkansas,Eli Henderson,OL,R-Fr,"Duncan, S.C.",Byrnes HS
Arkansas,Brady Latham,OL,R-Sr,"Jenks, Okla.",Jenks HS
Arkansas,Terry Wells,OL,R-So,"Parkin, Ark.",Wynne HS
Arkansas,Aaron Smith,OL,Fr,"Conway, Ark.",Conway HS
Arkansas,Kai Hamilton,OL,R-Fr,"Hope, Ark.",Hope HS
Arkansas,Josh Street,OL,R-So,"Bentonville, Ark.",Bentonville HS
Arkansas,Paris Patterson,OL,Fr,"East St. Louis, Ill.",East St. Louis HS
Arkansas,Brock Burns,OL,R-Fr,"Ozark, Ark.",Ozark HS
Arkansas,Andrew Chamblee,OL,R-Fr,"Maumelle, Ark.",Maumelle HS
Arkansas,Brooks Edmonson,OL,R-Fr,"Bryant, Ark.",Bryant HS
Arkansas,Luke Brown,OL,Fr,"Paris, Tenn.",Paris HS
Arkansas,Patrick Kutas,OL,So,"Memphis, Tenn.",Christian Brothers HS
Arkansas,E’Marion Harris,OL,R-Fr,"Little Rock, Ark.",Joe T. Robinson HS
Arkansas,Joshua Braun,OL,R-Jr,"Live Oak, Fla.",Suwanee HS / Florida
Arkansas,Tommy Varhall,OL,R-So,"Overland Park, Kan.",IMG Academy / Maryland
Arkansas,Shamar Easter,TE,Fr,"Ashdown, Ark.",Ashdown HS
Arkansas,Kaylon Morris,WR,Fr,"Fayetteville, Ark.",Fayetteville HS
Arkansas,Dazmin James,WR,Fr,"Clayton, N.C.",Clayton HS
Arkansas,Marlon Crockett,WR,R-So,"Searcy, Ark.",Cabot HS / Memphis
Arkansas,Jace Petty,WR,R-Fr,"Frisco, Texas",Frisco Independence HS
Arkansas,Kalil Girault,WR,R-So,"Haslet, Texas",Eaton HS
Arkansas,Kamron Bibby,WR,R-Fr,"El Dorado, Ark.",El Dorado HS
Arkansas,Davion Dozier,WR,Fr.,"Moody, Ala.",Moody HS
Arkansas,Nathan Bax,TE,R-Sr,"Jefferson City, Mo.",Helias Catholic HS / Illinois State
Arkansas,Marcus Miller,DL,R-Sr,"Warren, Ark.",Warren HS
Arkansas,Keivie Rose,DL,R-Sr,"Henderson, Texas",Henderson HS / Louisiana Tech
Arkansas,Jon Hill,DL,R-So,"Dumas, Ark.",Dumas HS
Arkansas,Ian Geffrard,DL,Fr,"Mableton, Ga.",Whitefield Academy
Arkansas,Quincy Rhodes Jr.,DL,Fr,"North Little Rock, Ark.",North Little Rock HS
Arkansas,Kaleb James,DL,Fr,"Mansfield, Texas",Mansfield HS
Kentucky,Demie Sumo-Karngbaye,Running Back,Junior,"Willingboro, N.J.",Willingboro
Kentucky,Deone Walker,Defensive Lineman,Sophomore,"Detroit, Mich.",Cass Tech
Kentucky,Ray Davis,Running Back,Senior,"San Francisco, Calif.",Blair Academy
Kentucky,Shamar Porter,Wide Receiver,Freshman,"Nashville, Tenn.",Ensworth
Kentucky,Alex Afari Jr.,Defensive Back,Sophomore,"Cincinnati, Ohio",Lakota West
Kentucky,Dekel Crowdus,Wide Receiver,Sophomore,"Lexington, Ky.",Frederick Douglass
Kentucky,Jalen Geiger,Defensive Back,Senior,"Columbia, S.C.",Spring Valley
Kentucky,JuTahn McClain,Running Back,Senior,"Fairfield, Ohio",Fairfield
Kentucky,Anthony Brown-Stephens,Wide Receiver,Freshman,"Springfield, Ohio",Springfield
Kentucky,"Jonquis ""JQ"" Hardaway",Defensive Back,Sophomore,"Columbus, Ga.",Central Phenix City (Ala.)
Kentucky,Dane Key,Wide Receiver,Sophomore,"Lexington, Ky.",Frederick Douglass
Kentucky,Barion Brown,Wide Receiver,Sophomore,"Nashville, Tenn.",Pearl-Cohn
Kentucky,Izayah Cummings,Tight End,Senior,"Louisville, Ky.",Male
Kentucky,Octavious Oxendine,Defensive Lineman,Senior,"Radcliff, Ky.",North Hardin
Kentucky,Tayvion Robinson,Wide Receiver,Redshirt Fifth Year,"Virginia Beach, Va.",Cox
Kentucky,Keeshawn Silver,Defensive Lineman,Sophomore,"Rocky Mount, N.C.",Rocky Mount
Kentucky,Jantzen Dunn,Defensive Back,Sophomore,"Bowling Green, Ky.",South Warren
Kentucky,Jamarion Wilcox,Running Back,Freshman,"Douglasville, Ga.",South Paulding
Kentucky,Zion Childress,Defensive Back,Junior,"Houston, Texas",New Caney
Kentucky,Chance Poore,Kicker,Redshirt Fifth Year,"Anderson, S.C.",Westside
Kentucky,Kaiya Sheron,Quarterback,Sophomore,"Somerset, Ky.",Somerset
Kentucky,Devin Leary,Quarterback,Senior,"Sicklerville, N.J.",Timber Creek
Kentucky,J.J. Weaver,Outside Linebacker,Senior,"Louisville, Ky.",Moore Traditional
Kentucky,Ty Bryant,Defensive Back,Freshman,"Lexington, Ky.",Frederick Douglass
Kentucky,Jaremiah Anglin Jr.,Defensive Back,Freshman,"Lake Wales, Fla.",Lake Wales
Kentucky,Destin Wade,Quarterback,Redshirt Freshman,"Spring Hill, Tenn.",Summit
Kentucky,Deuce Hogan,Quarterback,Junior,"Southlake, Texas",Grapevine Faith Christian
Kentucky,Alex Raynor,Kicker,Senior,"Kennesaw, Ga.",Harrison
Kentucky,Daveren Rayner,Inside Linebacker,Senior,"Indianapolis, Ind.",Lawrence Central
Kentucky,Brandon White,Wide Receiver,Redshirt Freshman,"Cincinnati, Ohio",Archbishop Moeller
Kentucky,Shane Hamm,Quarterback,Sophomore,"North Jackson, Ohio",Hoban
Kentucky,Keaten Wade,Outside Linebacker,Sophomore,"Spring Hill, Tenn.",Summit
Kentucky,Nasir Addison,Defensive Back,Freshman,"Irvington, N.J.",Irvington
Kentucky,Santos Alvarez,Wide Receiver,Freshman,"Cincinnati, Ohio",Anderson
Kentucky,Grant Godfrey,Outside Linebacker,Freshman,"Suwanee, Ga.",North Gwinnett
Kentucky,Andru Phillips,Defensive Back,Junior,"Mauldin, S.C.",Mauldin
Kentucky,Elijah Reed,Defensive Back,Redshirt Freshman,"Louisville, Ky.",Pleasure Ridge Park
Kentucky,Jordan Lovett,Defensive Back,Sophomore,"Radcliff, Ky.",North Hardin
Kentucky,Ramon Jefferson,Running Back,Redshirt Fifth Year,"Bronx, N.Y.",Truman
Kentucky,Max DeGraff,Wide Receiver/Kicker,Freshman,"Lexington, Ky.",Lexington Catholic
Kentucky,Jordan Robinson,Defensive Back,Redshirt Sophomore,"Columbia, S.C.",Westwood
Kentucky,Jackson Schulz,Defensive Back,Sophomore,"Louisville, Ky.",Trinity
Kentucky,La'Vell Wright,Running Back,Redshirt Sophomore,"Louisville, Ky.",North Hardin
Kentucky,Avery Stuart,Defensive Back,Freshman,"Montgomery, Ala.",Alabama Christian
Kentucky,Maxwell Hairston,Defensive Back,Sophomore,"West Bloomfield, Mich.",West Bloomfield
Kentucky,Trevin Wallace,Inside Linebacker,Junior,"Jesup, Ga.",Wayne County
Kentucky,Jaquez Keyes,Running Back,Freshman,"Ironton, Ohio",Ironton
Kentucky,Carson Wright,Linebacker,Freshman,"Pikeville, Ky.",Pikeville
Kentucky,Jayvant Brown,Linebacker,Freshman,"Deerfield Beach, Fla.",St. Thomas Aquinas
Kentucky,Trey Dennis,Wide Receiver,Junior,"Lexington, Ky.",Sayre
Kentucky,Jackson Moore,Kicker,Freshman,"Waxhaw, N.C.",Marvin Ridge
Kentucky,Da'min Green,Defensive Back,Freshman,"Lexington, Ky.",Bryan Station
Kentucky,Chy Rivers,Wide Receiver,Freshman,"Baton Rouge, La.",Parkview Baptist
Kentucky,Michael Bernard,Kicker,Senior,"Clayton, Mo.",Clayton
Kentucky,Spencer Leadbetter,Wide Receiver,Freshman,"Glenview, Ill.",Loyola Academy
Kentucky,Henry Bennett,Running Back,Freshman,"West Palm Beach, Fla.",Cardinal Newman
Kentucky,Cannon Coffee,Defensive Back,Freshman,"Indianapolis, Ind.",North Central
Kentucky,Jackson Smith,Kicker,Redshirt Freshman,"Danville, Ky.",Boyle County
Kentucky,Josh Terrell,Wide Receiver,Sophomore,"Fort Worth, Texas",Grapevine Faith Christian
Kentucky,Luke Fulton,Linebacker,Senior,"Youngstown, Ohio",Cardinal Mooney
Kentucky,Tyreese Fearbry,Outside Linebacker,Redshirt Freshman,"Pittsburgh, Pa.",Perry Traditional Academy
Kentucky,Landon Marcum,Outside Linebacker,Freshman,"Winchester, Ky.",George Rogers Clark
Kentucky,Martez Thrower,Inside Linebacker,Junior,"Rochelle, Ga.",Wilcox County
Kentucky,Jase Bruner,Inside Linebacker,Senior,"Science Hill, Ky.",Somerset
Kentucky,Darius Cannon,Wide Receiver,Freshman,"Gainesville, Ga.",Gainesville
Kentucky,Ronald Gaines,Long Snapper,Senior,"Chicago, Ill.",Simeon
Kentucky,Justice Dingle II,Fullback,Redshirt Fifth Year,"Bowling Green, Ky.",Bowling Green
Kentucky,Jarard Mosely,Defensive Back,Sophomore,"West Palm Beach, Fla.",Cardinal Newman
Kentucky,Mason Dailey,Inside Linebacker,Freshman,"Milton, Ga.",Saint Francis
Kentucky,Jack Varga,Fullback,Senior,"Louisville, Ky.",St. Xavier
Kentucky,Jai Williams,Outside Linebacker,Junior,"Lake Forest, Ill.",Lake Forest
Kentucky,Darrion Henry-Young,Defensive Lineman,Junior,"Cincinnati, Ohio",Princeton
Kentucky,Koby Keenum,Offensive Lineman,Freshman,"Florence, Ala.",Mars Hill Bible School
Kentucky,Tanner Bowles,Offensive Lineman,Senior,"Glasgow, Ky.",Glasgow
Kentucky,Ben Christman,Offensive Lineman,Sophomore,"Akron, Ohio",Revere
Kentucky,Hayden Dawahare,Linebacker,Freshman,"Lexington, Ky.",Lexington Catholic
Kentucky,D’Eryk Jackson,Inside Linebacker,Senior,"Dublin, Ga.",West Laurens
Kentucky,Noah Matthews,Outside Linebacker,Redshirt Freshman,"Bridgeville, Del.",Woodbridge
Kentucky,Clay Perry,Long Snapper,Senior,"Upton, Ky.",Central Hardin
Kentucky,Walker Himebauch,Long Snapper,Freshman,"Colorado Springs, Colo.",Palmer Ridge
Kentucky,Max Ishmael,Offensive Lineman,Freshman,"Lexington, Ky.",Lexington Christian
Kentucky,Lucas Padgett,Offensive Lineman,Junior,"Birmingham, Ala.",La Cueva
Kentucky,Lincoln Billiter,Defensive Lineman,Freshman,"Virgie, Ky.",Shelby Valley
Kentucky,Braiden Myers,Offensive Lineman,Freshman,"Somerset, Ky.",Southwestern
Kentucky,Nick Pearson,Offensive Lineman,Freshman,"Milton, Ga.",Blessed Trinity
Kentucky,Jager Burton,Offensive Lineman,Sophomore,"Lexington, Ky.",Frederick Douglass
Kentucky,Edric Simmons,Defensive Lineman,Freshman,"Nashville, Tenn.",Brentwood Academy
Kentucky,Jackson Bunn,Offensive Lineman,Freshman,"Oxford, Ala.",Oxford
Kentucky,Grant Bingham,Offensive Lineman,Redshirt Freshman,"Johnson County, Ky.",Johnson Central
Kentucky,Tino Merlo,Offensive Lineman,Freshman,"Youngstown, Ohio",Cardinal Mooney
Kentucky,Paul Rodriguez,Offensive Lineman,Sophomore,"Mason, Ohio",William Mason
Kentucky,Kenneth Horsey,Offensive Lineman,Redshirt Fifth Year,"Sanford, Fla.",Sanford Seminole
Kentucky,Marques Cox,Offensive Lineman,Senior,"Peoria, Ill.",Peoria
Kentucky,Nikolas Hall,Offensive Lineman,Redshirt Freshman,"Austin, Texas",Akins
Kentucky,Malachi Wood,Offensive Lineman,Freshman,"Richmond, Ky.",Madison Central
Kentucky,Dylan Ray,Offensive Lineman,Sophomore,"Noblesville, Ind.",Noblesville
Kentucky,Courtland Ford,Offensive Lineman,Junior,"Peoria, Ill.",Cedar Hill (Texas)
Kentucky,Eli Cox,Offensive Lineman,Senior,"Nicholasville, Ky.",West Jessamine
Kentucky,Austin Ramsey,Offensive Lineman,Freshman,"Philadelphia, Pa.",Roman Catholic
Kentucky,Jeremy Flax,Offensive Lineman,Senior,"Detroit, Mich.",Robichaud
Kentucky,Brenden Bates,Tight End,Redshirt Fifth Year,"Cincinnati, Ohio",Archbishop Moeller
Kentucky,Cole Lanter,Wide Receiver,Sophomore,"Danville, Ky.",Boyle County
Kentucky,Khamari Anderson,Tight End,Freshman,"Detroit, Mich.",Cass Tech
Kentucky,Jack Monday,Tight End,Sophomore,"Lexington, Ky.",Lexington Catholic
Kentucky,Josh  Kattus,Tight End,Sophomore,"Cincinnati, Ohio",Archbishop Moeller
Kentucky,Jordan Dingle,Tight End,Sophomore,"Bowling Green, Ky.",Bowling Green
Kentucky,Dylan Gary,Wide Receiver,Sophomore,"Sugar Hill, Ga.",North Gwinnett
Kentucky,Ardell Banks,Wide Receiver,Freshman,"Massillon, Ohio",Massillon
Kentucky,Tanner Lemaster,Tight End,Freshman,"Washington Court House, Ohio",Washington
Kentucky,Tre’vonn Rybka,Defensive Lineman,Junior,"Dickson, Tenn.",Dickson County
Kentucky,Heath Jehu,Punter,Freshman,"Birmingham, Ala.",John Carroll Catholic
Kentucky,Kahlil Saunders,Defensive Lineman,Sophomore,"Huntsville, Ala.",Grissom
Kentucky,Wilson Berry,Punter,Sophomore,"Maribyrnong, Australia",Maribyrnong College
Kentucky,Tavion Gadson,Defensive Lineman,Freshman,"Savannah, Ga.",Jenkins
Kentucky,Jamarius Dinkins,Defensive Lineman,Sophomore,"Columbus, Ohio",Walnut Ridge
Kentucky,Tommy Ziesmer,Defensive Lineman,Freshman,"Danville, Ky.",Boyle County
Kentucky,Josaih Hayes,Defensive Lineman,Senior,"Horn Lake, Miss.",Horn Lake
Kentucky,Isaiah Beasley,Defensive Lineman,Senior,"Radcliff, Ky.",North Hardin
Kentucky,Kendrick Gilbert,Defensive Lineman,Freshman,"Indianapolis, Ind.",Cathedral
Florida State,Ja’Khi Douglas,WR,R-Jr.,"Houma, La.",Terrebonne
Florida State,"Fabien Lovett, Sr.",DL,R-Sr.,"Vicksburg, Miss.",Olive Branch
Florida State,Akeem Dent,DB,R-Sr.,"Pahokee, Fla.",Palm Beach Central
Florida State,"Winston Wright, Jr.",WR,R-Sr.,"Savannah, Ga.",Memorial Day School
Florida State,Trey Benson,RB,R-Jr.,"Greenville, Miss.",St. Joseph Catholic
Florida State,Kevin Knowles II,DB,Jr.,"Hollywood, Fla.",McArthur
Florida State,Keon Coleman,WR,Jr.,"Opelousas, La.",Opelousas Catholic
Florida State,Kalen DeLoach,LB,R-Sr.,"Savannah, Ga.",Islands
Florida State,Deuce Spann,WR,R-Jr.,"St. Petersburg, Fla.",Lakewood
Florida State,Jared Verse,DL,R-Jr.,"Dayton, Ohio",Central Columbia (Penn.)
Florida State,Jaheim Bell,TE,R-Jr.,"Lake City, Fla.",Valdosta (Ga.)
Florida State,"Dennis Briggs, Jr.",DL,R-Sr.,"Kissimmee, Fla.",Gateway
Florida State,Destyn Hill,WR,Fr.,"New Orleans, La.",Edna Karr
Florida State,Jarrian Jones,DB,R-Sr.,"Magee, Miss.",Northwest Rankin
Florida State,Renardo Green,DB,R-Sr.,"Orlando, Fla.",Wekiva
Florida State,Hykeem Williams,WR,Fr.,"Fort Lauderdale, Fla.",Stranahan
Florida State,Lawrance Toafili,RB,R-Jr.,"St. Petersburg, Fla.",Pinellas Park
Florida State,AJ Duffy,QB,R-Fr.,"Inland Empire, Calif.",Rancho Verde
Florida State,DJ Lundy,LB,R-Jr.,"Ocilla, Ga.",Irwin County
Florida State,Brock Glenn,QB,Fr.,"Covington, Tenn.",Lausanne Collegiate School
Florida State,Patrick Payton,DL,R-So.,"Miami, Fla.",Miami Northwestern
Florida State,Michael Grant,QB,Fr.,"Tallahassee, Fla.",Maclay
Florida State,Conrad Hussey,DB,Fr.,"Sunrise, Fla.",St. Thomas Aquinas
Florida State,Edwin Joseph,DB,Fr.,"Tamarac, Fla.",Chaminade-Madonna Prep
Florida State,Jordan Travis,QB,R-Sr.,"West Palm Beach, Fla.",The Benjamin School
Florida State,"Darrell Jackson, Jr.",DL,Jr.,"Havana, Fla.",Gadsden County
Florida State,Johnny Wilson,WR,R-Jr.,"Pacoima, Calif.",Calabasas
Florida State,Tatum Bethune,LB,R-Sr.,"Miami, Fla.",Miami Central
Florida State,Quindarrius Jones,DB,Fr.,"Meridian, Miss.",Meridian
Florida State,Dylan McNamara,QB,R-Fr.,"Naples, Fla.",Barron Collier
Florida State,Blake Nichelson,LB,Fr.,"Ripon, Calif.",Manteca
Florida State,Tate Rodemaker,QB,R-Jr.,"Valdosta, Ga.",Valdosta
Florida State,Gilber Edmond,DL,R-Jr.,"Fort Pierce, Fla.",Westwood
Florida State,Vandrevius Jacobs,WR,Fr.,"Fort Pierce, Fla.",Vero Beach
Florida State,Azareye’h Thomas,DB,So.,"Niceville, Fla.",Niceville
Florida State,"Greedy Vance, Jr.",DB,R-Jr.,"Kenner, La.",Edna Karr
Florida State,Darion Williamson,WR,R-Jr.,"Brownsville, Tenn.",Haywood
Florida State,CJ Campbell Jr.,RB,R-So.,"Kaplan, La.",Bay (Fla.)
Florida State,Jaden Jones,DL,R-So.,"Montgomery, Ala.",Park Crossing
Florida State,Fentrell Cypress II,DB,R-Jr.,"Rock Hill, S.C.",Northwestern
Florida State,K.J. Kirkland,DB,Fr.,"Jacksonville, Fla.",Raines
Florida State,Caziah Holmes,RB,R-Jr.,"Titusville, Fla.",Cocoa
Florida State,Dwayne Wells Jr.,DB,R-Sr.,"Tampa, Fla.",Armwood
Florida State,Ashlynd Barker,DB,R-Fr.,"Columbus, Ga.",Northside
Florida State,Justin Cryer,LB,Fr.,"Katy, Texas",Royal
Florida State,Samuel Singleton Jr.,RB,Fr.,"Charleston, S.C.",Fleming Island (Fla.)
Florida State,Rodney Hill,RB,R-Fr.,"Statesboro, Ga.",Bulloch Academy
Florida State,Alex Mastromanno,P,R-Jr.,"Melbourne, Australia",Brighton Grammar
Florida State,Ja’Bril Rawls,DB,Fr.,"Pensacola, Fla.",Pensacola Catholic
Florida State,Solomon Lowery Jr.,WR,Fr.,"St. Petersburg, Fla.",Lakewood
Florida State,DeMarco Ward,LB,Fr.,"Duluth, Ga.",Duluth
Florida State,Jeremiah Giedrys,WR,R-Jr.,"Fernandina Beach, Fla.",Fernandina Beach
Florida State,Peter Warrick Jr.,DB,R-So.,"Marietta, Ga.",Marietta
Florida State,Demetric Stephens,RB,Fr.,"Tallahassee, Fla.",Lincoln
Florida State,Dylan Brown-Turner,LB,Fr.,"Dallas, Texas",South Oak Cliff
Florida State,"Omar Graham, Jr.",LB,R-Fr.,"Fort Lauderdale, Fla.",Stranahan
Florida State,Christian White,DB,R-Fr.,"Ellenwood, Ga.",Eagle's Landing Christian Academy
Florida State,Shyheim Brown,DB,R-So.,"Lake City, Fla.",Columbia
Florida State,Jaden Floyd,DB,R-So.,"Winter Garden, Fla.",West Orange
Florida State,Vance Nicklaus,TE,R-So.,"Norcross, Ga.",Wesleyan School
Florida State,AJ Cottrill,LB,R-Fr.,"Tampa, Fla.",Jesuit
Florida State,Harold Stubbs IV,DB,R-Fr.,"Jacksonville, Fla.",Oakleaf
Florida State,Danj Altine,DB,R-Sr.,"Miami, Fla.",Miami Killian
Florida State,Mac Chiumento,P,R-Fr.,"Daytona Beach, Fla.",Seabreeze
Florida State,Joshua Farmer,DL,R-So.,"Port St. Joe, Fla.",Gadsden County
Florida State,Preston Daniel,TE,R-Jr.,"Memphis, Tenn.",Evangelical Christian
Florida State,"Lamont Green, Jr.",DL,Fr.,"Miami, Fla.",Gulliver Prep
Florida State,Ashton Bracewell,LB,Fr.,"Palm Coast, Fla.",Flagler-Palm Coast
Florida State,Jimmy Casey,TE,R-Fr.,"Quakertown, Penn.",The Peddie School
Florida State,Donny Hiebert,DB,Fr.,"Gainesville, Fla.",Buchholz
Florida State,Jayden Bradford,DB,Fr.,"Kissimmee, Fla.",Osceola
Florida State,Jackson West,TE,R-So.,"Huntsville, Ala.",Huntsville
Florida State,"James Rosenberry, Jr.",LS,R-Sr.,"Delaware, Ohio",Olentangy
Florida State,"Robert Scott, Jr.",OL,R-Jr.,"Conway, Ark.",Conway
Florida State,Maurice Smith,OL,R-Jr.,"Miami, Fla.",Miami Central
Florida State,Brandon Torres,LB,Fr.,"Naples, Fla.",Barron Collier
Florida State,Jaylen Early,OL,R-Fr.,"Duncanville, Texas",Duncanville
Florida State,"Byron Turner, Jr.",DL,R-So.,"Port Sulpher, La.",St. Augustine
Florida State,Braden Fiske,DL,R-Sr.,"Michigan City, Ind.",Michigan City
Florida State,Qae’shon Sapp,OL,R-Fr.,"Leesburg, Ga.",Lee County
Florida State,KJ Sampson,DL,Fr.,"New Bern, N.C.",New Bern
Florida State,Aaron Hester,DL,R-Fr.,"Jacksonville, Fla.",Fletcher
Florida State,Emile Aime,LB,R-So.,"Miami Gardens, Fla.",University School
Florida State,Bless Harris,OL,R-Sr.,"New Orleans, La.",St. Augustine
Florida State,Peyton Naylor,LS,Fr.,"Tallahassee, Fla.",Maclay
Florida State,Mason Arnold,LS,R-So.,"Tampa, Fla.",Carrollwood
Florida State,Jeremiah Byers,OL,R-Jr.,"Austin, Texas",L.C. Anderson
Florida State,David Stickle,OL,R-Jr.,"Pace, Fla.",Pace
Florida State,Andre’ Otto,OL,Fr.,"Key West, Fla.",Key West
Florida State,Ben Ostaszewski,OL,R-Jr.,"Cumming, Ga.",North Forsyth
Florida State,Thomas Shrader,OL,R-Jr.,"Venice, Fla.",Venice
Florida State,LaNard Toney,OL,R-Fr.,"Rockledge, Fla.",Cocoa
Florida State,Kanaya Charlton,OL,R-Fr.,"Brunswick, Ga.",Brunswick
Florida State,Casey Roddick,OL,R-Sr.,"Ojai, Calif.",St. Bonaventure
Florida State,D’Mitri Emmanuel,OL,R-Sr.,"Charlotte, N.C.",Marvin Ridge
Florida State,Julian Armella,OL,R-Fr.,"Miami, Fla.",St. Thomas Aquinas
Florida State,Keiondre Jones,OL,R-Jr.,"LaGrange, Ga.",Callaway
